time,temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm)
2023-05-08,30.3,0.00,15.0,294,7.17
2023-05-09,31.0,0.00,16.7,343,8.47
2023-05-10,30.0,0.00,15.8,32,7.97
2023-05-11,31.8,0.00,12.7,51,7.71
2023-05-12,31.7,0.00,15.2,54,8.37
2023-05-13,34.4,0.00,20.0,314,9.67
2023-05-14,35.0,0.00,21.0,298,10.62
2023-05-15,33.5,0.00,21.7,281,9.87
2023-05-16,31.3,0.00,23.0,273,7.34
2023-05-17,31.5,0.00,20.4,273,7.45
2023-05-18,32.9,0.00,19.2,292,8.71
2023-05-19,33.1,0.00,19.2,292,8.93
2023-05-20,33.6,0.00,17.6,294,8.99
2023-05-21,32.1,0.30,19.4,275,7.98
2023-05-22,31.9,0.20,21.9,270,7.04
2023-05-23,33.5,0.00,21.7,272,9.33
2023-05-24,32.9,0.00,21.7,271,9.62
2023-05-25,31.8,0.00,25.7,278,8.73
2023-05-26,30.3,0.00,21.1,269,7.81
2023-05-27,31.7,0.00,21.3,276,8.35
2023-05-28,29.6,1.10,25.0,268,6.24
2023-05-29,29.8,0.00,12.5,279,6.55
2023-05-30,29.9,0.00,16.3,345,6.47
2023-05-31,30.2,0.00,21.2,294,7.55
2023-06-01,32.2,0.00,20.9,291,9.13
2023-06-02,32.6,0.00,20.6,297,8.54
2023-06-03,31.5,0.50,20.5,312,6.57
2023-06-04,32.1,0.00,20.6,305,8.20
2023-06-05,31.5,0.00,19.4,309,8.16
2023-06-06,32.0,0.00,17.8,275,7.80
2023-06-07,32.5,0.00,18.3,324,8.04
2023-06-08,32.2,0.00,18.8,297,7.87
2023-06-09,32.8,0.20,22.0,301,7.88
2023-06-10,33.4,0.00,22.9,286,9.05
2023-06-11,32.9,0.00,23.7,284,7.98
2023-06-12,33.0,0.20,19.8,279,7.61
2023-06-13,33.3,0.00,20.6,271,7.89
2023-06-14,32.5,0.10,19.8,266,8.46
2023-06-15,32.3,0.00,18.7,258,7.88
2023-06-16,32.3,0.00,18.6,243,8.15
2023-06-17,31.4,0.00,21.7,232,8.44
2023-06-18,31.0,0.30,22.7,239,7.84
2023-06-19,29.8,0.60,27.0,260,7.11
2023-06-20,29.4,4.10,21.3,279,5.71
2023-06-21,30.1,2.40,21.4,278,5.88
2023-06-22,28.5,0.50,19.4,273,4.05
2023-06-23,26.6,15.40,17.4,264,2.98
2023-06-24,26.7,9.50,18.4,278,3.70
2023-06-25,26.7,15.40,16.3,284,4.14
2023-06-26,25.6,5.00,18.2,285,3.06
2023-06-27,26.1,3.40,19.6,290,2.92
2023-06-28,25.7,12.20,18.8,271,3.15
2023-06-29,25.3,24.10,18.3,247,2.94
2023-06-30,25.2,11.30,22.9,240,2.80
2023-07-01,25.6,15.40,19.6,257,3.47
2023-07-02,26.6,2.40,18.3,264,3.60
2023-07-03,28.1,0.20,15.8,273,4.53
2023-07-04,28.3,3.50,17.7,258,4.60
2023-07-05,27.1,9.40,17.9,277,4.42
2023-07-06,26.9,11.90,14.0,246,4.10
2023-07-07,26.3,3.80,13.2,254,2.22
2023-07-08,26.5,6.90,17.6,230,3.65
2023-07-09,25.7,14.50,23.4,226,3.25
2023-07-10,26.5,7.80,21.1,239,3.93
2023-07-11,25.4,12.40,19.5,283,2.96
2023-07-12,25.5,44.50,15.5,280,2.75
2023-07-13,25.9,4.70,17.7,271,3.02
2023-07-14,25.5,17.30,15.5,274,2.69
2023-07-15,24.5,32.80,16.7,280,1.85
2023-07-16,24.6,24.90,17.8,284,2.48
2023-07-17,25.5,16.80,17.6,307,3.01
2023-07-18,25.7,19.10,17.3,337,2.85
2023-07-19,26.2,5.50,14.0,31,3.57
2023-07-20,26.9,17.10,13.9,325,4.20
2023-07-21,27.0,16.70,18.1,333,3.34
2023-07-22,26.2,16.10,17.4,72,3.20
2023-07-23,26.2,10.30,12.8,131,3.45
2023-07-24,26.2,18.20,11.3,246,2.93
2023-07-25,26.5,5.10,13.8,265,3.13
2023-07-26,26.7,12.60,15.7,322,3.38
2023-07-27,26.8,2.30,16.8,308,3.73
2023-07-28,26.2,5.00,17.8,282,3.31
2023-07-29,26.0,4.30,21.1,264,3.56
2023-07-30,26.1,3.70,21.1,271,3.97
2023-07-31,26.7,2.90,18.6,274,4.15
2023-08-01,26.4,2.90,22.7,275,4.37
2023-08-02,25.8,3.40,26.4,279,3.59
2023-08-03,23.5,31.70,24.5,278,1.02
2023-08-04,24.3,10.00,22.2,267,1.60
2023-08-05,25.3,4.80,19.5,266,2.36
2023-08-06,25.7,11.30,21.2,257,3.12
2023-08-07,25.8,1.00,24.4,257,4.37
2023-08-08,25.9,0.20,24.2,260,4.70
2023-08-09,25.9,0.60,21.7,262,4.11
2023-08-10,25.9,1.50,17.6,268,4.34
2023-08-11,25.6,1.60,17.9,270,4.06
2023-08-12,25.6,1.80,20.6,263,4.55
2023-08-13,25.4,2.80,18.5,242,3.64
2023-08-14,25.1,1.20,15.9,239,3.84
2023-08-15,25.5,1.30,14.0,259,3.71
2023-08-16,26.1,1.40,16.3,280,4.30
2023-08-17,26.2,7.50,18.3,290,4.15
2023-08-18,24.9,29.20,20.0,307,3.03
2023-08-19,24.4,31.10,22.2,322,2.24
2023-08-20,25.5,16.40,13.0,276,3.08
2023-08-21,25.5,3.40,13.4,261,3.21
2023-08-22,25.9,4.20,15.9,264,3.52
2023-08-23,25.2,3.40,20.2,268,3.26
2023-08-24,25.2,1.20,23.0,251,3.40
2023-08-25,26.0,0.40,22.9,256,4.82
2023-08-26,25.5,1.40,19.5,265,4.49
2023-08-27,25.1,0.60,21.8,270,4.66
2023-08-28,25.0,0.30,22.7,269,4.86
2023-08-29,25.5,1.10,20.3,290,4.72
2023-08-30,25.7,0.30,15.0,298,4.81
2023-08-31,26.6,0.20,12.2,302,5.02
2023-09-01,27.7,0.10,13.8,309,5.17
2023-09-02,28.0,0.00,15.0,305,5.51
2023-09-03,27.9,0.00,16.0,309,5.78
2023-09-04,27.9,0.00,18.3,321,5.98
2023-09-05,26.7,9.40,23.5,337,5.11
2023-09-06,24.8,26.40,16.1,39,2.76
2023-09-07,24.9,9.00,17.0,41,2.10
2023-09-08,24.8,13.40,11.9,358,2.52
2023-09-09,24.7,14.50,18.8,294,2.42
2023-09-10,25.5,5.80,22.0,284,2.33
2023-09-11,26.2,4.60,25.7,285,3.95
2023-09-12,25.8,2.80,24.0,288,4.01
2023-09-13,25.3,7.20,20.8,297,3.55
2023-09-14,25.0,16.70,15.5,318,2.27
2023-09-15,24.2,55.90,27.7,335,1.74
2023-09-16,23.2,18.50,35.1,175,1.47
2023-09-17,23.6,10.40,30.3,203,2.57
2023-09-18,25.2,0.30,18.2,201,4.09
2023-09-19,26.3,0.00,9.9,220,4.38
2023-09-20,26.7,2.80,12.0,287,4.18
2023-09-21,25.7,7.60,14.0,294,2.77
2023-09-22,26.1,4.90,16.5,299,3.23
2023-09-23,25.9,6.00,12.5,269,3.41
2023-09-24,26.0,3.80,11.8,296,4.33
2023-09-25,25.7,4.10,15.6,319,3.74
2023-09-26,26.5,0.50,12.7,9,4.33
2023-09-27,26.7,0.10,13.6,29,4.52
2023-09-28,26.7,0.00,12.9,15,4.60
2023-09-29,26.4,0.00,12.9,30,4.53
2023-09-30,26.4,0.00,13.2,7,5.35
2023-10-01,26.3,0.00,14.4,344,5.06
2023-10-02,26.9,0.00,18.8,356,5.65
2023-10-03,25.7,0.00,16.6,330,5.55
2023-10-04,25.8,0.00,17.6,308,6.07
2023-10-05,25.8,0.00,18.0,311,6.11
2023-10-06,26.4,0.00,16.8,305,6.20
2023-10-07,26.6,0.00,16.9,314,5.72
2023-10-08,27.0,0.00,16.3,291,5.72
2023-10-09,27.0,0.00,15.8,289,5.83
2023-10-10,27.7,0.00,13.5,280,5.85
2023-10-11,27.1,0.00,14.5,296,5.63
2023-10-12,27.2,0.00,13.0,280,5.59
2023-10-13,27.1,0.00,11.5,283,5.04
2023-10-14,26.7,0.00,12.8,292,4.69
2023-10-15,26.6,0.00,10.8,276,4.69
2023-10-16,24.6,1.20,17.1,261,3.96
2023-10-17,25.3,0.00,9.4,328,4.16
2023-10-18,25.2,0.00,10.9,48,4.17
2023-10-19,24.8,0.10,11.7,75,4.22
2023-10-20,24.7,0.00,10.7,101,4.76
2023-10-21,24.7,0.00,11.6,51,4.93
2023-10-22,25.1,0.00,13.0,29,5.12
2023-10-23,23.8,0.00,14.3,33,4.86
2023-10-24,23.9,0.00,12.4,23,5.15
2023-10-25,24.0,0.00,14.3,6,5.12
2023-10-26,23.6,0.00,15.4,350,5.00
2023-10-27,23.2,0.00,11.9,18,5.01
2023-10-28,22.9,0.00,11.8,50,4.74
2023-10-29,23.3,0.00,11.2,69,4.75
2023-10-30,23.7,0.00,12.7,85,4.69
2023-10-31,24.3,0.00,13.3,65,4.75
2023-11-01,23.9,0.00,10.6,52,4.39
2023-11-02,23.3,0.00,10.2,41,4.20
2023-11-03,23.1,0.00,14.4,55,4.80
2023-11-04,23.7,0.00,11.5,73,4.76
2023-11-05,24.0,0.00,12.5,93,4.66
2023-11-06,24.3,0.00,12.7,97,4.76
2023-11-07,24.2,0.00,12.9,79,4.34
2023-11-08,24.5,0.00,10.9,81,4.42
2023-11-09,24.3,0.00,12.2,113,4.47
2023-11-10,24.7,0.00,10.5,193,4.34
2023-11-11,23.9,0.00,14.5,337,4.87
2023-11-12,21.7,0.00,10.8,29,3.92
2023-11-13,21.3,0.00,10.2,74,3.20
2023-11-14,21.4,0.00,12.6,54,3.97
2023-11-15,21.1,0.00,13.5,50,3.91
2023-11-16,21.4,0.00,13.7,50,3.90
2023-11-17,20.9,0.00,10.8,52,3.77
2023-11-18,21.7,0.00,10.7,76,3.59
2023-11-19,22.8,0.00,12.0,59,3.73
