ID_IAREA,NAME,LATITUDE,LONGITUDE,COUNTRY,id_reg_nat,time,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_direction_10m_dominant,et0_fao_evapotranspiration,id_area
1,BHOPAL,23.25469,77.40289,INDIA,192,2021-05-29,32.6,0.1,18.3,283,7.49,1
1,BHOPAL,23.25469,77.40289,INDIA,193,2021-05-30,32.2,0.1,19.3,259,6.58,1
1,BHOPAL,23.25469,77.40289,INDIA,194,2021-05-31,32.1,0,16.1,239,6.72,1
1,BHOPAL,23.25469,77.40289,INDIA,195,2021-06-01,31.8,0,18.5,247,7.05,1
1,BHOPAL,23.25469,77.40289,INDIA,196,2021-06-02,31.5,0,21.8,293,7.18,1
1,BHOPAL,23.25469,77.40289,INDIA,197,2021-06-03,30.3,0.1,18,251,5.86,1
1,BHOPAL,23.25469,77.40289,INDIA,198,2021-06-04,29.6,0.7,15.5,245,5.28,1
1,BHOPAL,23.25469,77.40289,INDIA,199,2021-06-05,28.5,1.7,14.9,257,4.58,1
1,BHOPAL,23.25469,77.40289,INDIA,200,2021-06-06,29.1,0,14,254,4.67,1
1,BHOPAL,23.25469,77.40289,INDIA,201,2021-06-07,29.7,0.3,19.6,262,5.42,1
1,BHOPAL,23.25469,77.40289,INDIA,202,2021-06-08,30.1,3.8,20.7,253,6.12,1
1,BHOPAL,23.25469,77.40289,INDIA,203,2021-06-09,30.3,1.7,20.9,246,5.97,1
1,BHOPAL,23.25469,77.40289,INDIA,204,2021-06-10,30.8,0.7,24.3,264,6.25,1
1,BHOPAL,23.25469,77.40289,INDIA,205,2021-06-11,28.9,3.5,25.9,268,5.16,1
1,BHOPAL,23.25469,77.40289,INDIA,206,2021-06-12,29.4,4.1,20.9,269,5.68,1
1,BHOPAL,23.25469,77.40289,INDIA,207,2021-06-13,28.4,4,23,285,5.06,1
1,BHOPAL,23.25469,77.40289,INDIA,208,2021-06-14,28.3,3.9,22.7,275,5.11,1
1,BHOPAL,23.25469,77.40289,INDIA,209,2021-06-15,28.9,2,22.5,247,5.62,1
1,BHOPAL,23.25469,77.40289,INDIA,210,2021-06-16,29.4,0,21.4,248,5.95,1
1,BHOPAL,23.25469,77.40289,INDIA,211,2021-06-17,27.3,7.4,18.7,250,3.74,1
1,BHOPAL,23.25469,77.40289,INDIA,212,2021-06-18,26.6,18,20.4,250,3.9,1
1,BHOPAL,23.25469,77.40289,INDIA,213,2021-06-19,25.3,41,19.6,248,1.85,1
1,BHOPAL,23.25469,77.40289,INDIA,214,2021-06-20,24.5,13.8,22.9,242,2.64,1
1,BHOPAL,23.25469,77.40289,INDIA,215,2021-06-21,26.3,1.8,20.2,270,4.33,1
1,BHOPAL,23.25469,77.40289,INDIA,216,2021-06-22,27.2,3.1,18.6,275,4.37,1
1,BHOPAL,23.25469,77.40289,INDIA,217,2021-06-23,26.9,33.1,20.7,278,4.15,1
1,BHOPAL,23.25469,77.40289,INDIA,218,2021-06-24,26.4,15.3,21.6,276,3.42,1
1,BHOPAL,23.25469,77.40289,INDIA,219,2021-06-25,26.4,2.8,19.9,277,3.46,1
1,BHOPAL,23.25469,77.40289,INDIA,220,2021-06-26,27.4,2.8,20,294,4.55,1
1,BHOPAL,23.25469,77.40289,INDIA,221,2021-06-27,27.8,5.2,15.1,293,4.5,1
1,BHOPAL,23.25469,77.40289,INDIA,222,2021-06-28,28.4,0.8,12.4,274,4.92,1
1,BHOPAL,23.25469,77.40289,INDIA,223,2021-06-29,28.8,0.7,18.5,263,4.8,1
1,BHOPAL,23.25469,77.40289,INDIA,224,2021-06-30,28.9,1,19.4,260,5.41,1
1,BHOPAL,23.25469,77.40289,INDIA,225,2021-07-01,28.2,1.1,21,250,5.15,1
1,BHOPAL,23.25469,77.40289,INDIA,226,2021-07-02,28,0.2,23.8,255,5.55,1
1,BHOPAL,23.25469,77.40289,INDIA,227,2021-07-03,28.6,0.3,22.7,268,5.92,1
1,BHOPAL,23.25469,77.40289,INDIA,228,2021-07-04,28.1,1.1,17,275,5.41,1
1,BHOPAL,23.25469,77.40289,INDIA,229,2021-07-05,28.7,0.6,16.5,281,5.53,1
1,BHOPAL,23.25469,77.40289,INDIA,230,2021-07-06,29.9,0.1,18.2,284,5.94,1
1,BHOPAL,23.25469,77.40289,INDIA,231,2021-07-07,30.4,2.2,18.5,290,5.77,1
1,BHOPAL,23.25469,77.40289,INDIA,232,2021-07-08,26.9,25.4,16.9,247,3.68,1
1,BHOPAL,23.25469,77.40289,INDIA,233,2021-07-09,27.1,7.8,13.3,277,3.67,1
1,BHOPAL,23.25469,77.40289,INDIA,234,2021-07-10,27.6,12.1,15.3,265,4.3,1
1,BHOPAL,23.25469,77.40289,INDIA,235,2021-07-11,27.8,6.2,10.9,104,3.87,1
1,BHOPAL,23.25469,77.40289,INDIA,236,2021-07-12,27.9,2.1,17.9,113,4.93,1
1,BHOPAL,23.25469,77.40289,INDIA,237,2021-07-13,28.2,1.4,12.9,136,5.11,1
1,BHOPAL,23.25469,77.40289,INDIA,238,2021-07-14,27.9,11.6,9,68,4.3,1
1,BHOPAL,23.25469,77.40289,INDIA,239,2021-07-15,28,0.4,15.8,131,5.07,1
1,BHOPAL,23.25469,77.40289,INDIA,240,2021-07-16,28.3,0.6,17.4,156,5.42,1
1,BHOPAL,23.25469,77.40289,INDIA,241,2021-07-17,29.3,1.5,10.6,217,5.25,1
1,BHOPAL,23.25469,77.40289,INDIA,242,2021-07-18,27.8,1.6,12.3,242,3.82,1
1,BHOPAL,23.25469,77.40289,INDIA,243,2021-07-19,27,4,15.3,238,3.66,1
1,BHOPAL,23.25469,77.40289,INDIA,244,2021-07-20,24.5,27,23.3,248,1.64,1
1,BHOPAL,23.25469,77.40289,INDIA,245,2021-07-21,25.9,3.9,21.3,276,2.39,1
1,BHOPAL,23.25469,77.40289,INDIA,246,2021-07-22,25.2,33.3,24,297,1.46,1
1,BHOPAL,23.25469,77.40289,INDIA,247,2021-07-23,24.3,97.2,40.1,282,1.01,1
1,BHOPAL,23.25469,77.40289,INDIA,248,2021-07-24,24.5,75.1,32.4,278,1.38,1
1,BHOPAL,23.25469,77.40289,INDIA,249,2021-07-25,24.3,60.1,29.3,254,1.47,1
1,BHOPAL,23.25469,77.40289,INDIA,250,2021-07-26,24.7,27.3,29.7,253,2.65,1
1,BHOPAL,23.25469,77.40289,INDIA,251,2021-07-27,24.6,5.4,27.6,254,2.81,1
1,BHOPAL,23.25469,77.40289,INDIA,252,2021-07-28,23.9,12.6,22.2,250,1.62,1
1,BHOPAL,23.25469,77.40289,INDIA,253,2021-07-29,24.1,11.2,28.7,252,2.63,1
1,BHOPAL,23.25469,77.40289,INDIA,254,2021-07-30,24,20.5,25.5,258,1.64,1
1,BHOPAL,23.25469,77.40289,INDIA,255,2021-07-31,24.6,5.4,25.8,262,2.13,1
1,BHOPAL,23.25469,77.40289,INDIA,256,2021-08-01,23.4,73.1,30.7,261,1.63,1
1,BHOPAL,23.25469,77.40289,INDIA,257,2021-08-02,23.2,41.3,31.3,257,1.07,1
1,BHOPAL,23.25469,77.40289,INDIA,258,2021-08-03,24.2,13.9,30.7,242,3.06,1
1,BHOPAL,23.25469,77.40289,INDIA,259,2021-08-04,24.3,19.7,28.5,243,2.23,1
1,BHOPAL,23.25469,77.40289,INDIA,260,2021-08-05,23.9,40.1,23.9,267,1.41,1
1,BHOPAL,23.25469,77.40289,INDIA,261,2021-08-06,23.3,49.1,25.5,275,0.86,1
1,BHOPAL,23.25469,77.40289,INDIA,262,2021-08-07,24,14.4,24.9,262,1.93,1
1,BHOPAL,23.25469,77.40289,INDIA,263,2021-08-08,24.7,7.7,17.2,252,2.02,1
