,date,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,et0_fao_evapotranspiration
297,1970-10-24 18:30:00,25.18975,0.0,16.746773,5.7169976
298,1970-10-25 18:30:00,25.716833,0.0,14.345898,5.873498
299,1970-10-26 18:30:00,25.525167,0.0,14.471821,5.5508795
300,1970-10-27 18:30:00,23.93142,0.0,13.450708,5.2772903
301,1970-10-28 18:30:00,24.433502,0.0,11.043261,4.9869556
302,1970-10-29 18:30:00,24.654333,0.0,8.0899935,4.1506124
303,1970-10-30 18:30:00,24.079332,0.0,11.5199995,4.456184
304,1970-10-31 18:30:00,23.2585,0.0,11.720751,4.8588514
305,1970-11-01 18:30:00,22.183502,0.0,8.913181,4.457051
306,1970-11-02 18:30:00,21.82725,0.0,9.531505,4.6514473
307,1970-11-03 18:30:00,21.891832,0.0,11.440979,4.9246655
308,1970-11-04 18:30:00,22.721,0.0,9.746631,4.886467
309,1970-11-05 18:30:00,21.9335,0.0,8.942214,4.45059
310,1970-11-06 18:30:00,21.946001,0.0,12.819235,4.852078
311,1970-11-07 18:30:00,21.916834,0.0,13.392774,4.9830565
312,1970-11-08 18:30:00,21.733503,0.0,10.182337,4.6982083
313,1970-11-09 18:30:00,22.302248,0.0,14.934577,4.129461
314,1970-11-10 18:30:00,23.052252,0.0,13.570615,4.1522784
315,1970-11-11 18:30:00,22.718918,0.0,11.631956,4.3198547
316,1970-11-12 18:30:00,22.379335,0.0,9.007196,4.167191
317,1970-11-13 18:30:00,21.99392,0.0,8.78872,4.3173766
318,1970-11-14 18:30:00,21.573084,0.0,10.483357,4.1079116
319,1970-11-15 18:30:00,21.937668,0.0,10.948973,4.4421515
320,1970-11-16 18:30:00,22.008501,0.0,10.483357,3.892373
321,1970-11-17 18:30:00,21.208502,0.0,10.630672,4.049938
322,1970-11-18 18:30:00,20.798086,0.0,11.019764,4.492346
323,1970-11-19 18:30:00,19.383501,0.0,10.823973,4.4465694
324,1970-11-20 18:30:00,18.958502,0.0,10.144082,4.165666
325,1970-11-21 18:30:00,19.387669,0.0,9.693296,3.809847
326,1970-11-22 18:30:00,19.523083,0.0,10.739833,4.190031
327,1970-11-23 18:30:00,19.085585,0.0,11.019764,3.9833822
328,1970-11-24 18:30:00,19.352251,0.0,10.483357,4.135307
329,1970-11-25 18:30:00,19.831417,0.0,10.464797,3.973398
330,1970-11-26 18:30:00,18.596003,0.0,12.475961,4.295939
331,1970-11-27 18:30:00,16.97725,0.0,11.480557,4.2729783
332,1970-11-28 18:30:00,16.154335,0.0,10.296251,4.0872293
333,1970-11-29 18:30:00,16.56267,0.0,9.47012,3.6671152
334,1970-11-30 18:30:00,16.975168,0.0,10.308831,3.5079453
335,1970-12-01 18:30:00,17.281418,0.0,10.823973,3.8880093
336,1970-12-02 18:30:00,17.779333,0.0,10.948973,3.6356213
337,1970-12-03 18:30:00,19.00225,0.0,10.948973,4.114579
338,1970-12-04 18:30:00,18.168919,0.0,11.119281,4.0835953
339,1970-12-05 18:30:00,18.002253,0.0,9.220499,3.7887216
340,1970-12-06 18:30:00,17.87517,0.0,9.693296,3.7864578
341,1970-12-07 18:30:00,17.154333,0.0,10.685391,4.0996256
342,1970-12-08 18:30:00,17.373083,0.0,9.904906,3.9748914
343,1970-12-09 18:30:00,17.800167,0.0,9.3876505,3.5440905
344,1970-12-10 18:30:00,18.093918,0.0,9.904906,4.0141206
345,1970-12-11 18:30:00,18.846,0.0,10.239453,4.149755
346,1970-12-12 18:30:00,18.883501,0.0,11.435313,4.200718
347,1970-12-13 18:30:00,18.373083,0.0,10.703569,3.9525557
348,1970-12-14 18:30:00,18.20225,0.0,10.829959,3.724229
349,1970-12-15 18:30:00,18.470999,0.0,10.823973,3.6843588
350,1970-12-16 18:30:00,19.198084,0.0,10.086427,3.9567025
351,1970-12-17 18:30:00,18.300167,0.0,10.739832,3.7559981
352,1970-12-18 18:30:00,18.031418,0.0,9.47012,3.567839
353,1970-12-19 18:30:00,19.296,0.0,10.685391,3.8318584
354,1970-12-20 18:30:00,19.604334,0.0,9.585739,3.7919223
355,1970-12-21 18:30:00,19.885584,0.0,10.163227,3.873574
356,1970-12-22 18:30:00,19.421003,0.0,9.793059,3.830147
357,1970-12-23 18:30:00,19.762667,0.0,10.00256,3.7085004
358,1970-12-24 18:30:00,19.804333,0.0,9.693296,3.7621596
359,1970-12-25 18:30:00,20.160583,0.0,8.78872,3.794862
360,1970-12-26 18:30:00,19.631416,0.0,10.086427,3.8721237
361,1970-12-27 18:30:00,18.375166,0.0,9.779817,3.7133148
362,1970-12-28 18:30:00,17.631418,0.0,10.538843,4.418232
363,1970-12-29 18:30:00,17.600168,0.0,11.212135,4.441309
364,1970-12-30 18:30:00,17.812666,0.0,10.8955765,4.3972454
365,1970-12-31 18:30:00,17.104332,0.0,9.746631,3.8139236
366,1971-01-01 18:30:00,17.646002,0.0,10.799999,3.989245
367,1971-01-02 18:30:00,18.804335,0.0,10.315115,4.1469393
368,1971-01-03 18:30:00,20.268919,0.0,10.446206,4.0357203
369,1971-01-04 18:30:00,19.4335,0.0,14.565548,3.7788086
370,1971-01-05 18:30:00,17.904333,0.0,12.496718,4.0700116
371,1971-01-06 18:30:00,16.348085,0.0,11.966954,4.027189
372,1971-01-07 18:30:00,16.066835,0.0,12.599999,3.9032764
373,1971-01-08 18:30:00,16.927248,0.0,9.746631,3.7847373
374,1971-01-09 18:30:00,17.487667,0.0,9.826088,3.9033809
375,1971-01-10 18:30:00,17.641834,0.0,11.503113,3.8537984
376,1971-01-11 18:30:00,19.0585,0.0,10.495713,4.0896826
377,1971-01-12 18:30:00,19.156416,0.0,9.449572,3.6535928
378,1971-01-13 18:30:00,19.729334,0.0,8.473393,3.7316492
379,1971-01-14 18:30:00,21.402252,0.0,14.291592,4.4881606
380,1971-01-15 18:30:00,20.787668,0.0,11.720751,4.5004435
381,1971-01-16 18:30:00,18.206419,0.0,11.720751,4.0787687
382,1971-01-17 18:30:00,17.391834,0.0,12.599999,4.0778656
383,1971-01-18 18:30:00,17.48975,0.4,13.75558,3.7182853
384,1971-01-19 18:30:00,16.758501,3.9999998,13.493999,2.952609
385,1971-01-20 18:30:00,18.566832,0.1,18.79255,3.7862315
386,1971-01-21 18:30:00,17.021,0.0,15.021105,3.3318944
387,1971-01-22 18:30:00,16.764751,0.0,14.917212,3.6569455
388,1971-01-23 18:30:00,15.902251,2.0000002,15.905319,2.4115798
389,1971-01-24 18:30:00,18.800167,1.9000002,20.88,3.2164896
390,1971-01-25 18:30:00,17.771002,0.0,14.007655,3.0021427
391,1971-01-26 18:30:00,16.004333,0.2,12.7279215,2.4380322
392,1971-01-27 18:30:00,16.177252,0.0,11.592894,3.2461314
393,1971-01-28 18:30:00,15.829333,0.0,10.931203,3.5890405
