date,city,ACond_tavg,AvgSurfT_tavg,CanopInt_tavg,ECanop_tavg,ESoil_tavg,EvapSnow_tavg,Evap_tavg,GWS_tavg,Lwnet_tavg,Qg_tavg,Qh_tavg,Qle_tavg,Qsb_tavg,Qsm_tavg,Qs_tavg,SnowDepth_tavg,SnowT_tavg,SoilMoist_P_tavg,SoilMoist_RZ_tavg,SoilMoist_S_tavg,SWE_tavg,Swnet_tavg,TVeg_tavg,TWS_tavg,latitude,longitude
10-01-11,Ain Taya,0.0457066077118118,284.3640604654948,0.0567726518027484,5.34857824353215e-06,5.606548021811856e-06,0.0,1.1115191038394793e-05,658.2643211364747,-17.690794718265533,-0.5133345815256083,-9.584834773341816,27.415616599718728,0.0,0.0,1.1452187398693544e-05,0.0,284.3640604654948,896.1614692687989,237.897140566508,5.566668051481247,0.0,35.00821572939555,1.6006501182275204e-07,896.2182174682617,36.79276,3.05136
10-01-12,Ain Taya,0.0454246775402377,286.56803983052566,0.0576772584890325,5.4700457819005045e-06,9.513136812226246e-06,0.0,1.66713064193876e-05,659.4072542826335,-27.081463130315143,8.758846759796143,-5.150322591265043,41.11977543830872,0.0,0.0,1.1472969364471435e-06,0.0,286.56803983052566,900.8273073832194,241.42000579833984,5.093789442380269,0.0,71.82214845021566,1.688122968346306e-06,900.8849754333496,36.79276,3.05136
10-01-13,Ain Taya,0.0533809185959398,287.0480171203613,0.0124647721337775,2.944670491918562e-06,1.4579053538454898e-05,0.0,2.092468968536802e-05,660.67769724528,-57.91802139282228,-1.942006874581178,-4.372595032056172,51.61074902216594,0.0,0.0,1.348305023896046e-06,0.0,287.0480171203613,901.9557103474936,241.2779946009318,5.026782282193501,0.0,103.20722290674846,3.4009652173002296e-06,901.968175760905,36.79276,3.05136
10-01-14,Ain Taya,0.0762600258924067,288.38050168355306,0.0255109076698621,6.07901610389187e-06,1.6382503292788898e-05,0.0,2.683310384933672e-05,661.9568969726562,-40.70082365671794,4.700967313845952,-24.191547469298044,66.1838521003723,0.0,0.0,4.922173551828261e-06,0.0,288.38050168355306,905.0315032958983,243.0746446609497,5.384537974993388,0.0,87.3921196937561,4.3715820860749466e-06,905.0570457458496,36.79276,3.05136
10-01-15,Ain Taya,0.058526337503766,284.4009180704752,0.042666880118971,5.432093462331977e-06,1.2022130480697035e-05,0.0,1.7789062769679728e-05,663.5407974243166,-25.35960944890976,-15.863582531611122,-18.355248615145687,43.876720714569096,0.0,0.0,1.7270246651908867e-05,0.0,284.4009180704752,911.2769284566244,247.73607794443765,5.744171547889709,0.0,35.008755429585776,3.348380495538095e-07,911.3195711771648,36.79276,3.05136
10-01-16,Ain Taya,0.0214116031924883,283.86573295593263,0.0353075853083282,1.0995334425463928e-06,9.60329720480028e-06,0.0,1.4115990787407402e-05,665.7419525146485,-71.92911882400513,-7.833396353324255,2.171712683637937,34.81708976427714,0.0,0.0,2.272001205227969e-10,0.0,283.86573295593263,914.1321413675944,248.39011866251627,5.043104436000188,0.0,101.08734321594235,3.413159243829493e-06,914.167355855306,36.79276,3.05136
10-01-17,Ain Taya,0.0222714557467649,285.3484734853108,0.0010387694710516,1.1999570037612985e-08,1.3108275042365374e-05,0.0,1.8407023731015212e-05,667.5844985961915,-76.59940999348959,-2.197310814261437,-13.641494175791738,45.40092438062032,0.0,0.0,0.0,0.0,285.3484734853108,912.7708150227865,245.1862454732259,4.910279812415441,0.0,106.15988849004108,5.286748194066603e-06,912.7717915852866,36.79276,3.05136
10-01-18,Ain Taya,0.0125452647412506,286.0007066090902,0.0013812475619488,7.833276391422394e-09,7.174806470781428e-06,0.0,1.1472138002469972e-05,668.9397102355957,-64.87980616887411,-1.0061557717621326,15.98715941508611,28.29603306452433,0.0,0.0,6.753897379198189e-12,0.0,286.0007066090902,911.7398429870605,242.80020122528077,4.927799020210902,0.0,108.15536603927612,4.289500787990618e-06,911.741275024414,36.79276,3.05136
10-01-19,Ain Taya,0.017255561465087,285.83738772074383,0.011077045633768,4.560472673868314e-07,5.439177404772029e-06,0.0,8.045283031303067e-06,669.9486673990884,-36.953688605626425,0.0585463086298356,16.691146592299145,19.84368931452433,0.0,0.0,1.206186478105072e-07,0.0,285.83738772074383,911.1110989888508,241.16247615814208,4.927642454703649,0.0,73.55599807103475,2.150059051094407e-06,911.1222180684406,36.79276,3.05136
10-01-20,Ain Taya,0.0494570706350108,287.1918525695801,0.0406933294764409,5.6893286606888674e-06,6.614231347157328e-06,0.0,1.3720010883844225e-05,670.7770039876302,-32.504839754104616,1.2278774266441663,4.043856407205264,33.84040649731954,0.0,0.0,1.3724417343041752e-06,0.0,287.1918525695801,912.2348655700685,241.4579339345296,5.171480528513591,0.0,71.61574459075928,1.416450986369e-06,912.2756462097168,36.79276,3.05136
10-01-21,Ain Taya,0.0243091928617407,285.4972413380941,0.0293214961886405,3.0202143079804955e-06,7.023137754913478e-06,0.0,1.222681459391121e-05,671.6279078165691,-53.08778330485026,-10.173243987560271,10.127754465738931,30.157438222567244,0.0,0.0,3.189417121518545e-07,0.0,285.4972413380941,912.7596687316895,241.1318562825521,4.977861994504929,0.0,83.1923574447632,2.183463542356397e-06,912.789082845052,36.79276,3.05136
10-01-22,Ain Taya,0.0172379415870333,284.2810583750407,0.0050716464970416,8.422158970233795e-08,6.913563388858771e-06,0.0,1.0376914963217132e-05,672.3244028727213,-71.8565284093221,-8.36440488100052,15.241203550497692,25.59465869267781,0.0,0.0,0.0,0.0,284.2810583750407,912.3081792195638,239.98372605641683,4.872279177109401,0.0,104.32512849171958,3.379129976603205e-06,912.31318359375,36.79276,3.05136
10-01-23,Ain Taya,0.0240793718568359,284.4726723988851,0.005573859224872,3.189837594656335e-07,6.672417329885623e-06,0.0,8.95901516742015e-06,672.7837938944498,-49.97110708554586,-3.1534649689992267,5.778952656686306,22.097410066922507,0.0,0.0,8.839327033290563e-08,0.0,284.4726723988851,911.734321085612,238.9505505243937,4.874673469861349,0.0,74.69798005421957,1.967613399737426e-06,911.7399136861166,36.79276,3.05136
10-01-24,Ain Taya,0.0201487987612684,285.35073610941566,0.0295652843856563,1.0213077231924216e-06,6.855549702322605e-06,0.0,1.0239201120991007e-05,673.1020034790039,-49.52193441390991,-2.07118481049935,21.49451665878296,25.254987366994214,0.0,0.0,1.2405891261835222e-06,0.0,285.35073610941566,911.8524141947428,238.7504288991292,5.053583759069442,0.0,94.20460379918416,2.3623450639812897e-06,911.8819849650064,36.79276,3.05136
10-01-25,Ain Taya,0.0265499641420319,285.66161181132,0.0889483555530508,5.329207258834382e-06,5.564213574871246e-06,0.0,1.2703407620999012e-05,673.5420387268067,-36.300417439142855,-0.9500711595018704,21.687184170881903,31.332957752545678,0.0,0.0,1.8037910815375349e-06,0.0,285.66161181132,914.4487075805662,240.90666230519608,5.248958758513132,0.0,88.3723957379659,1.80998759257515e-06,914.5376360575358,36.79276,3.05136
10-01-26,Ain Taya,0.0599219889069596,285.8740069071452,0.0900094858991603,6.559700879430845e-06,5.501017564787011e-06,0.0,1.319358314428124e-05,674.2793027242025,-25.03456247647603,-2.297283890843392,16.708378438154856,32.54197180271149,0.0,0.0,1.0077696435928372e-05,0.0,285.8740069071452,917.7128705342612,243.43359457651772,5.60235398610433,0.0,71.98759333292642,1.1328648341191184e-06,917.80287399292,36.79276,3.05136
