date,city,LWdown_f_tavg,Psurf_f_tavg,Qair_f_tavg,RadT_tavg,Rainf_f_tavg,SnowCover_inst,SnowDepth_inst,Snowf_tavg,SoilMoi00_10cm_tavg,SoilMoi10_40cm_tavg,SoilMoi100_200cm_tavg,SoilMoi40_100cm_tavg,SoilTemp00_10cm_tavg,SoilTemp10_40cm_tavg,SoilTemp10_40cm_tavg,SoilTemp100_200cm_tavg,SoilTemp40_100cm_tavg,SWdown_f_tavg,SWE_inst,Swnet_tavg,Tair_f_tavg,Wind_f_tavg
17-08-01,Bhopal,408.6189716618236,94821.393800813,0.017737873256342802,298.8735517176187,6.59772176029621E-5,0.0,0.0,0.0,0.37174495015808234,0.3807642930830882,0.3981710729923674,0.38592243312699037,299.01203316789326,299.5718179408127,299.5718179408127,300.8518263033734,300.12308027686146,226.8402476271963,0.0,189.62687974635176,298.88733452897736,5.881353450499899
17-09-01,Bhopal,398.81281296024474,95194.0203887195,0.015991091370446287,298.11783072618937,8.755451325691312E-5,0.0,0.0,0.0,0.3915287498536148,0.3959443817838906,0.4148602788828737,0.40120227074598874,298.30765949032167,298.95510588235004,298.95510588235004,299.7886794175559,299.3794154345504,238.77586981920686,0.0,203.12622682835027,299.0315910897604,3.9956877326093068
17-10-01,Bhopal,362.83644277681185,95425.98285854928,0.01076526209670384,297.43966237510114,2.054997553082348E-6,0.0,0.0,0.0,0.305709007067409,0.34953343731964504,0.4036813392568895,0.36871648264851997,297.61906830082097,298.2140451446781,298.2140451446781,299.02213826993614,298.61777570771017,234.43490692076642,0.0,203.02451754004002,299.06562780364743,3.4925268982968682
17-11-01,Bhopal,320.4840184343539,95817.5371649517,0.00618052551129121,293.71015902263355,0.0,0.0,0.0,0.0,0.19214433820812196,0.2934317277759556,0.3792847041797831,0.3120429613665352,294.165403815789,295.8288072415483,295.8288072415483,298.04292058557024,296.97066860664177,197.05760979070897,0.0,170.94685649096482,295.66564426577185,3.0553739446450052
17-12-01,Bhopal,311.7797134833607,96011.04485835874,0.004563800890729344,291.8740936527407,2.007197370466297E-6,0.0,0.0,0.0,0.18198033838676725,0.25034858080429756,0.37334114237408333,0.2675074293785463,292.2279420868168,293.70441303408245,293.70441303408245,296.4622725510016,294.9708403610602,167.1333492403108,0.0,144.39306375457016,293.428152316954,4.036358261011481
18-01-01,Bhopal,290.005462088236,95845.89095846035,0.0032945711483205937,290.95119463912835,2.2792357000058264E-6,0.0,0.0,0.0,0.17820175116260845,0.2058901313268314,0.37216588015842245,0.21643567554713264,291.2251321435944,292.33738116132537,292.33738116132537,294.9614335967273,293.40289368668226,203.978493264051,0.0,175.65563280989488,293.02982547418856,3.7601978362091186
18-02-01,Bhopal,318.3736348966273,95861.51189341971,0.004609067385781526,295.53937639065873,3.340495206108555E-6,0.0,0.0,0.0,0.17879636735632654,0.17069730822875245,0.3720228352500656,0.1747964545781535,295.30582930402056,294.5625321302956,294.5625321302956,294.5317881204249,294.17540595201945,222.89567052639597,0.0,192.04501738199372,296.4105903501433,3.8227019787319305
18-03-01,Bhopal,336.8435524110872,95570.77816152186,0.004402857338176752,301.93959383460566,0.0,0.0,0.0,0.0,0.15248444789975155,0.1543195394995978,0.3719595411746967,0.15591312904001736,301.5154345752747,299.8631795557534,299.8631795557534,295.9525981996117,297.85653444615804,264.60410919809726,0.0,228.39272213757522,300.9987533383254,4.492286623978032
18-04-01,Bhopal,355.5909770562396,95234.00749491873,0.00490940091336464,307.3581475048531,4.5844935375332237E-7,0.0,0.0,0.0,0.1486615643389826,0.14862728191585073,0.3719001427837988,0.14963807070218935,306.865846959556,305.0217451390212,305.0217451390212,298.754236608986,302.1230002302465,303.98061988024205,0.0,260.6924982458595,305.2696156695606,5.450011476268613
18-05-01,Bhopal,380.5378145357457,94917.98304909808,0.00629836410933318,310.85314851466234,0.0,0.0,0.0,0.0,0.1443584022392344,0.14703079568964195,0.3718469493333401,0.14788091262969058,310.452797432256,308.88048779867523,308.88048779867523,301.9829478690295,305.9090045835913,311.81059857500276,0.0,267.0678972693963,308.3129309677497,6.186639959250038
