date,city,water,trees,grass,flooded_vegetation,crops,shrub_and_scrub,built,bare,snow_and_ice,label
20-01-03,Rahmania,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Bab Ezzouar,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Reghaia,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,El Mouradia,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Baba Hassen,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Kouba,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Cheraga,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Tassala El Merdja,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Bir Khadem,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Ain Taya,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Bains Romains,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Bouzareah,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Bourouba,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Baraki,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Rais Hamidou,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Saoula,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Bab El Oued,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Mahelma,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Ben Aknoun,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Hamma Anassers,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Casbah,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Djisr Ksentina,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Les Eucalyptus,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Bologhine Ibn Ziri,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Oued Smar,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Alger,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,El Marsa,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
20-01-03,Oued Koriche,0.0643468801838948,0.2035693036659838,0.0797060573314418,0.0388572227529364,0.1384572695508699,0.0697631746331821,0.1973352353385767,0.053184064113411,0.0383433157257493,4
