date,city,water,trees,grass,flooded_vegetation,crops,shrub_and_scrub,built,bare,snow_and_ice,label
20-02-17,Baraki,,,,,,,,,,
20-02-18,Baraki,,,,,,,,,,
20-02-19,Baraki,,,,,,,,,,
20-02-20,Baraki,,,,,,,,,,
20-02-21,Baraki,,,,,,,,,,
20-02-22,Baraki,0.06134997512750542,0.18266331711125045,0.07256205644891049,0.03750267813806639,0.15180636853978005,0.0886041861912714,0.19220669309629146,0.0619685346918251,0.03687588742367223,3.8840067733271053
20-02-23,Baraki,,,,,,,,,,
20-02-24,Baraki,0.05460927959663952,0.09546744237806355,0.06788399211408104,0.035606443386743576,0.18534620580103267,0.06433210064223098,0.3157191056521664,0.051444788636759664,0.036267230545528176,4.799911872477931
20-02-25,Baraki,,,,,,,,,,
20-02-26,Baraki,,,,,,,,,,
20-02-27,Baraki,0.059221022355487284,0.1677192675502147,0.07246311372884515,0.03531387582144975,0.14667077059491448,0.09479377188207058,0.20732370260911198,0.06623446993275446,0.034687975018425264,4.142984910995064
20-02-28,Baraki,,,,,,,,,,
20-02-29,Baraki,,,,,,,,,,
20-03-01,Baraki,,,,,,,,,,
20-03-02,Baraki,,,,,,,,,,
20-03-03,Baraki,0.060234128563775434,0.1873322969536485,0.08063049041012751,0.0366984759902645,0.12815147563472,0.09187970334233682,0.20475496347883868,0.05636651625954899,0.03378171306598893,3.816133393420459
20-03-04,Baraki,,,,,,,,,,
