id_reg_nat,time,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_direction_10m_dominant,et0_fao_evapotranspiration,id_area
474,2022-03-07,24.1,0.0,16.6,170,5.33,1
475,2022-03-08,23.5,0.1,13.4,188,3.84,1
476,2022-03-09,23.1,1.1,12.0,236,4.67,1
477,2022-03-10,24.1,0.0,11.7,48,5.29,1
478,2022-03-11,24.3,0.0,13.7,25,6.0,1
479,2022-03-12,25.0,0.0,14.5,8,6.05,1
480,2022-03-13,25.8,0.0,13.0,19,6.19,1
481,2022-03-14,27.6,0.0,15.8,348,6.58,1
482,2022-03-15,29.1,0.0,20.5,328,8.04,1
483,2022-03-16,29.4,0.0,20.3,325,8.24,1
484,2022-03-17,29.4,0.0,23.5,334,8.64,1
485,2022-03-18,28.9,0.0,20.2,7,7.01,1
486,2022-03-19,29.2,0.0,21.3,11,6.98,1
487,2022-03-20,29.6,0.0,15.3,313,7.21,1
488,2022-03-21,29.3,0.0,17.9,335,7.77,1
489,2022-03-22,29.0,0.0,14.5,3,7.42,1
490,2022-03-23,29.6,0.0,15.0,72,6.55,1
491,2022-03-24,30.3,0.0,16.3,289,6.38,1
492,2022-03-25,29.9,0.0,18.7,280,6.55,1
493,2022-03-26,29.3,0.0,24.4,336,8.13,1
494,2022-03-27,29.7,0.0,11.8,289,6.79,1
495,2022-03-28,30.1,0.0,19.0,290,8.64,1
496,2022-03-29,30.2,0.0,17.3,289,8.78,1
497,2022-03-30,30.9,0.0,16.6,275,7.94,1
498,2022-03-31,30.4,0.0,15.6,282,7.9,1
499,2022-04-01,30.5,0.0,12.9,322,7.5,1
500,2022-04-02,30.7,0.0,11.0,345,6.72,1
501,2022-04-03,31.7,0.0,21.3,299,8.31,1
502,2022-04-04,31.1,0.0,17.4,312,8.08,1
503,2022-04-05,30.8,0.0,14.0,333,7.71,1
504,2022-04-06,32.4,0.0,16.1,58,7.55,1
505,2022-04-07,31.9,0.0,13.7,47,7.83,1
506,2022-04-08,32.8,0.0,15.8,346,7.42,1
507,2022-04-09,32.7,0.0,17.2,234,8.46,1
508,2022-04-10,33.2,0.0,21.3,294,9.0,1
509,2022-04-11,33.5,0.0,15.3,280,8.46,1
510,2022-04-12,33.3,0.0,15.9,280,8.36,1
511,2022-04-13,32.4,0.0,16.6,277,8.05,1
512,2022-04-14,32.2,0.0,17.7,279,9.37,1
513,2022-04-15,32.0,0.0,16.9,274,9.51,1
514,2022-04-16,32.3,0.0,18.1,289,8.98,1
515,2022-04-17,32.9,0.0,19.1,267,9.13,1
516,2022-04-18,33.2,0.0,21.4,295,9.33,1
517,2022-04-19,32.9,0.0,22.6,313,9.08,1
518,2022-04-20,33.6,0.0,17.8,297,8.97,1
519,2022-04-21,29.4,0.2,30.7,316,7.22,1
520,2022-04-22,31.8,0.0,15.3,300,7.33,1
521,2022-04-23,32.8,0.0,19.6,303,9.73,1
522,2022-04-24,32.3,0.0,21.0,292,8.93,1
523,2022-04-25,33.5,0.0,19.2,292,10.05,1
524,2022-04-26,33.2,0.0,19.1,280,9.86,1
525,2022-04-27,33.5,0.0,15.6,295,8.57,1
526,2022-04-28,34.7,0.0,19.0,289,9.53,1
527,2022-04-29,34.9,0.0,24.3,298,10.13,1
528,2022-04-30,33.7,0.0,18.9,265,10.04,1
529,2022-05-01,34.2,0.0,18.8,283,8.47,1
530,2022-05-02,33.9,0.0,18.1,285,8.7,1
531,2022-05-03,33.9,0.0,20.7,294,9.44,1
532,2022-05-04,33.4,0.0,21.6,290,9.74,1
533,2022-05-05,32.9,0.0,15.1,335,8.58,1
534,2022-05-06,33.3,0.0,16.1,332,7.28,1
535,2022-05-07,32.5,0.0,15.5,25,7.21,1
536,2022-05-08,34.3,0.0,22.7,332,8.31,1
537,2022-05-09,34.8,0.0,15.9,24,8.46,1
538,2022-05-10,34.0,0.0,22.5,42,8.21,1
539,2022-05-11,34.9,0.0,23.2,37,9.01,1
540,2022-05-12,35.5,0.0,15.4,228,7.85,1
541,2022-05-13,35.9,0.0,20.6,307,9.81,1
542,2022-05-14,35.3,0.0,20.4,262,8.97,1
543,2022-05-15,35.2,0.0,19.6,270,8.94,1
544,2022-05-16,34.7,0.0,19.9,281,10.69,1
545,2022-05-17,34.0,0.0,18.2,273,9.06,1
546,2022-05-18,33.9,0.0,19.1,298,9.39,1
547,2022-05-19,34.5,0.0,14.6,255,7.93,1
548,2022-05-20,36.4,0.0,24.2,273,10.11,1
549,2022-05-21,33.8,0.0,25.9,269,10.58,1
550,2022-05-22,32.6,0.0,24.4,266,9.54,1
551,2022-05-23,31.0,0.4,22.6,242,7.78,1
552,2022-05-24,30.9,0.0,13.5,263,6.23,1
553,2022-05-25,32.3,0.0,19.5,280,7.98,1
554,2022-05-26,33.4,0.0,23.4,283,9.14,1
555,2022-05-27,32.8,0.0,22.5,273,9.44,1
556,2022-05-28,32.5,0.0,22.1,271,8.96,1
557,2022-05-29,32.4,0.1,20.5,267,8.07,1
558,2022-05-30,33.3,0.0,20.6,275,8.29,1
559,2022-05-31,34.2,0.0,22.0,301,9.13,1
560,2022-06-01,34.8,0.0,21.7,318,9.31,1
561,2022-06-02,35.0,0.0,22.3,301,10.02,1
562,2022-06-03,34.9,0.0,19.8,293,10.11,1
563,2022-06-04,34.7,0.0,20.0,298,9.51,1
564,2022-06-05,35.3,0.0,20.6,303,10.19,1
565,2022-06-06,35.1,0.0,23.6,295,10.9,1
566,2022-06-07,35.1,0.0,23.8,289,10.79,1
567,2022-06-08,34.4,0.0,23.3,288,8.97,1
568,2022-06-09,33.9,0.0,22.8,274,9.11,1
569,2022-06-10,34.2,0.0,22.0,268,8.49,1
570,2022-06-11,32.0,0.0,20.8,257,6.74,1
571,2022-06-12,30.0,1.9,14.0,252,5.11,1
572,2022-06-13,29.7,5.0,15.5,278,5.52,1
573,2022-06-14,31.8,0.3,17.8,279,7.24,1
574,2022-06-15,32.2,0.1,19.3,263,7.79,1
575,2022-06-16,30.2,0.6,15.5,239,5.38,1
576,2022-06-17,28.2,2.5,16.3,230,4.28,1
577,2022-06-18,26.7,25.7,15.4,209,4.26,1
578,2022-06-19,27.4,11.4,16.6,236,5.45,1
579,2022-06-20,26.2,4.7,18.3,255,3.83,1
580,2022-06-21,26.1,1.4,17.1,239,3.59,1
581,2022-06-22,27.8,7.9,21.2,308,5.32,1
582,2022-06-23,28.2,2.4,15.9,350,4.86,1
583,2022-06-24,29.5,0.0,12.7,295,6.0,1
584,2022-06-25,30.4,0.0,12.8,288,6.42,1
585,2022-06-26,29.8,4.8,16.6,194,5.42,1
586,2022-06-27,28.9,1.2,18.7,224,4.9,1
587,2022-06-28,28.6,4.0,17.9,254,4.49,1
588,2022-06-29,27.4,16.1,17.4,255,3.05,1
589,2022-06-30,25.4,20.7,18.2,259,2.03,1
590,2022-07-01,26.6,5.2,17.0,255,3.91,1
591,2022-07-02,25.7,11.2,16.3,259,2.59,1
592,2022-07-03,25.5,17.5,15.7,264,2.38,1
593,2022-07-04,25.8,28.6,16.9,294,2.94,1
594,2022-07-05,25.8,12.0,24.4,133,3.03,1
595,2022-07-06,26.5,17.5,10.7,194,4.17,1
596,2022-07-07,25.1,17.8,13.6,263,1.95,1
597,2022-07-08,26.3,21.3,14.2,286,3.7,1
598,2022-07-09,25.8,20.1,17.1,301,3.52,1
599,2022-07-10,26.2,21.1,13.5,324,4.28,1
600,2022-07-11,24.8,12.5,18.4,307,2.26,1
601,2022-07-12,25.2,44.6,19.7,323,2.64,1
602,2022-07-13,25.5,33.3,18.6,358,2.81,1
603,2022-07-14,25.7,34.0,13.6,83,3.51,1
604,2022-07-15,24.5,36.9,12.6,221,2.2,1
605,2022-07-16,25.8,11.2,10.5,237,3.15,1
606,2022-07-17,25.9,49.0,16.5,323,3.06,1
607,2022-07-18,25.7,19.5,19.6,14,3.13,1
608,2022-07-19,25.5,4.1,20.7,239,3.58,1
609,2022-07-20,25.8,11.4,19.8,266,3.39,1
610,2022-07-21,24.7,10.7,20.7,283,2.03,1
611,2022-07-22,24.5,20.6,16.6,303,2.13,1
612,2022-07-23,24.3,26.9,16.8,295,2.03,1
613,2022-07-24,24.4,10.7,15.1,258,1.96,1
614,2022-07-25,24.1,20.4,16.8,256,1.54,1
615,2022-07-26,24.3,13.7,18.3,254,2.32,1
616,2022-07-27,25.0,2.5,10.6,255,2.93,1
617,2022-07-28,25.7,4.5,13.7,278,3.64,1
618,2022-07-29,26.2,4.6,12.5,281,4.18,1
619,2022-07-30,26.6,0.7,14.3,281,4.57,1
620,2022-07-31,26.7,0.0,17.2,274,5.05,1
621,2022-08-01,26.4,0.8,15.7,271,4.99,1
622,2022-08-02,26.0,1.3,15.7,278,4.03,1
623,2022-08-03,26.7,2.1,14.5,301,3.75,1
624,2022-08-04,26.0,10.2,7.6,131,2.69,1
625,2022-08-05,26.2,10.5,10.7,180,3.8,1
626,2022-08-06,26.6,12.4,12.4,245,4.57,1
627,2022-08-07,26.1,14.5,10.0,8,3.34,1
628,2022-08-08,25.6,18.0,15.0,24,2.88,1
629,2022-08-09,25.5,26.0,14.8,42,2.8,1
630,2022-08-10,24.4,50.5,18.7,14,1.88,1
631,2022-08-11,24.2,16.0,19.4,236,1.93,1
632,2022-08-12,24.8,4.1,21.5,231,2.62,1
633,2022-08-13,25.2,6.8,22.5,253,3.63,1
634,2022-08-14,24.0,21.7,22.7,297,1.54,1
635,2022-08-15,23.5,84.7,25.2,294,1.43,1
636,2022-08-16,23.9,27.5,29.7,205,2.5,1
637,2022-08-17,25.2,0.6,24.0,216,3.96,1
638,2022-08-18,25.6,1.3,20.6,249,3.99,1
639,2022-08-19,25.8,1.0,20.4,279,4.45,1
640,2022-08-20,24.0,14.6,26.0,299,1.93,1
641,2022-08-21,23.9,94.8,35.1,298,2.25,1
642,2022-08-22,22.6,236.8,42.9,252,0.87,1
643,2022-08-23,24.6,2.0,29.0,217,4.05,1
644,2022-08-24,25.1,0.6,11.5,255,4.06,1
645,2022-08-25,24.6,0.0,13.2,282,4.27,1
646,2022-08-26,25.4,0.4,17.0,299,4.58,1
647,2022-08-27,25.8,0.0,15.6,303,4.43,1
648,2022-08-28,25.3,10.2,13.7,306,3.39,1
649,2022-08-29,24.5,8.1,11.3,344,3.11,1
650,2022-08-30,25.5,4.0,9.1,19,3.86,1
651,2022-08-31,26.4,2.8,10.5,319,3.45,1
652,2022-09-01,25.8,8.3,9.5,169,3.28,1
653,2022-09-02,26.5,0.5,7.4,219,4.13,1
654,2022-09-03,26.9,0.8,12.1,262,4.41,1
655,2022-09-04,25.0,6.7,15.9,273,2.6,1
656,2022-09-05,25.4,0.8,11.4,283,3.0,1
657,2022-09-06,25.2,9.5,13.9,339,3.12,1
658,2022-09-07,26.1,5.3,12.0,54,3.59,1
659,2022-09-08,26.6,7.0,13.9,75,3.93,1
660,2022-09-09,27.1,2.2,12.1,77,4.25,1
661,2022-09-10,27.0,0.0,13.7,41,4.81,1
662,2022-09-11,26.2,19.9,16.6,40,3.67,1
663,2022-09-12,25.0,18.6,17.3,34,2.58,1
664,2022-09-13,24.3,24.8,13.4,274,2.19,1
665,2022-09-14,23.9,16.7,19.3,238,1.86,1
666,2022-09-15,24.6,5.4,21.4,236,2.74,1
667,2022-09-16,23.9,3.5,17.2,263,1.68,1
668,2022-09-17,25.1,1.0,15.9,275,3.78,1
669,2022-09-18,25.5,0.0,13.0,308,4.45,1
670,2022-09-19,26.0,0.4,14.0,313,4.52,1
671,2022-09-20,26.1,0.4,21.6,317,4.64,1
672,2022-09-21,25.0,1.8,18.0,309,3.27,1
673,2022-09-22,24.0,17.5,22.0,267,2.35,1
674,2022-09-23,22.5,48.7,23.8,247,1.72,1
675,2022-09-24,24.2,0.1,21.8,254,3.5,1
676,2022-09-25,24.7,0.3,13.3,292,4.22,1
677,2022-09-26,25.3,0.6,12.5,336,4.14,1
678,2022-09-27,25.4,1.0,11.2,351,4.3,1
679,2022-09-28,25.9,0.2,10.2,18,4.13,1
680,2022-09-29,26.4,0.1,12.6,8,4.74,1
681,2022-09-30,26.2,0.0,11.9,339,4.76,1
682,2022-10-01,26.1,0.0,15.0,320,5.02,1
683,2022-10-02,25.7,0.2,16.6,319,4.83,1
684,2022-10-03,25.6,0.0,18.8,333,4.96,1
685,2022-10-04,26.1,0.0,18.9,346,4.95,1
686,2022-10-05,24.4,15.7,10.7,4,2.41,1
687,2022-10-06,23.9,16.9,13.2,86,2.39,1
688,2022-10-07,24.2,12.9,14.8,120,2.99,1
689,2022-10-08,24.7,7.0,20.3,172,3.48,1
690,2022-10-09,25.1,2.4,13.8,179,3.69,1
691,2022-10-10,24.1,11.4,14.9,172,3.42,1
692,2022-10-11,24.0,2.9,10.1,198,2.81,1
693,2022-10-12,24.4,0.0,10.7,1,4.09,1
694,2022-10-13,23.2,0.0,13.3,28,4.5,1
695,2022-10-14,22.2,0.0,12.2,32,4.44,1
696,2022-10-15,22.2,0.0,9.8,39,4.43,1
697,2022-10-16,23.0,0.0,12.0,38,4.6,1
698,2022-10-17,23.6,0.0,13.5,48,4.21,1
699,2022-10-18,23.5,0.0,12.0,60,4.37,1
700,2022-10-19,22.6,0.0,10.7,60,4.51,1
701,2022-10-20,23.1,0.0,10.1,88,4.47,1
702,2022-10-21,22.7,0.0,11.3,66,4.78,1
703,2022-10-22,22.7,0.0,12.5,43,4.61,1
704,2022-10-23,23.2,0.0,13.3,12,5.04,1
705,2022-10-24,21.7,0.0,16.2,339,4.59,1
706,2022-10-25,22.8,0.0,15.0,350,4.98,1
707,2022-10-26,23.5,0.0,10.8,21,4.54,1
708,2022-10-27,24.1,0.0,10.8,66,4.43,1
709,2022-10-28,23.5,0.0,10.0,58,4.6,1
710,2022-10-29,23.8,0.0,12.6,70,4.51,1
711,2022-10-30,22.7,0.0,10.2,39,4.35,1
712,2022-10-31,21.5,0.0,10.8,51,4.18,1
713,2022-11-01,21.5,0.0,10.8,56,4.07,1
714,2022-11-02,24.6,0.0,12.3,26,4.07,1
715,2022-11-03,24.2,0.0,10.2,338,4.5,1
716,2022-11-04,24.9,0.0,10.8,30,4.39,1
717,2022-11-05,25.0,0.0,11.4,57,4.43,1
718,2022-11-06,24.2,0.0,11.3,68,4.44,1
719,2022-11-07,24.5,0.0,9.6,102,3.92,1
720,2022-11-08,23.5,0.0,10.5,118,4.21,1
721,2022-11-09,23.1,0.0,10.8,79,4.01,1
722,2022-11-10,23.1,0.0,10.6,82,3.72,1
723,2022-11-11,23.3,0.0,11.5,23,4.09,1
724,2022-11-12,21.3,0.0,9.8,44,3.97,1
725,2022-11-13,20.7,0.0,9.2,85,3.78,1
726,2022-11-14,21.4,0.0,9.0,124,3.82,1
727,2022-11-15,21.6,0.0,10.9,94,3.81,1
728,2022-11-16,22.0,0.0,14.6,14,4.21,1
729,2022-11-17,20.3,0.0,14.1,25,4.34,1
730,2022-11-18,18.7,0.0,13.6,40,3.84,1
731,2022-11-19,18.0,0.0,13.0,39,3.73,1
732,2022-11-20,18.3,0.0,12.9,38,3.56,1
733,2022-11-21,18.7,0.0,12.6,37,3.57,1
734,2022-11-22,19.0,0.0,12.0,30,3.9,1
735,2022-11-23,19.1,0.0,10.6,29,3.67,1
736,2022-11-24,18.6,0.0,11.2,54,3.67,1
737,2022-11-25,18.5,0.0,11.1,54,3.87,1
738,2022-11-26,18.9,0.0,9.7,41,3.52,1
739,2022-11-27,18.8,0.0,9.9,56,3.7,1
740,2022-11-28,18.9,0.0,10.7,57,3.62,1
741,2022-11-29,19.2,0.0,12.2,55,3.77,1
742,2022-11-30,18.7,0.0,10.2,54,3.41,1
743,2022-12-01,18.4,0.0,9.9,65,3.19,1
744,2022-12-02,19.1,0.0,9.0,77,3.1,1
745,2022-12-03,19.5,0.0,9.5,73,3.3,1
746,2022-12-04,19.4,0.0,10.1,66,3.26,1
747,2022-12-05,19.6,0.0,10.7,53,3.29,1
748,2022-12-06,20.4,0.0,12.7,29,3.39,1
749,2022-12-07,17.9,0.0,11.2,54,3.64,1
750,2022-12-08,17.6,0.0,14.5,45,3.79,1
751,2022-12-09,17.8,0.0,14.6,57,3.69,1
752,2022-12-10,18.4,0.0,14.3,55,3.55,1
753,2022-12-11,21.1,0.0,13.3,65,3.73,1
754,2022-12-12,21.6,12.3,12.0,54,3.18,1
755,2022-12-13,19.4,32.1,16.2,44,2.13,1
756,2022-12-14,20.7,0.0,13.1,58,3.52,1
757,2022-12-15,20.7,0.0,9.0,59,3.2,1
758,2022-12-16,20.4,0.0,9.1,54,3.01,1
759,2022-12-17,19.8,0.0,11.2,40,3.5,1
760,2022-12-18,18.2,0.0,9.4,51,3.37,1
761,2022-12-19,18.2,0.0,9.7,62,3.36,1
762,2022-12-20,19.1,0.0,9.2,73,3.37,1
763,2022-12-21,19.9,0.0,9.5,108,3.47,1
764,2022-12-22,19.6,0.0,10.3,110,3.25,1
765,2022-12-23,21.3,0.0,14.7,223,3.8,1
766,2022-12-24,18.9,0.0,14.0,348,3.29,1
767,2022-12-25,16.9,0.0,13.6,49,2.96,1
768,2022-12-26,17.9,0.0,12.7,50,2.99,1
769,2022-12-27,17.5,0.0,11.7,34,2.99,1
770,2022-12-28,16.3,0.0,11.5,55,3.39,1
771,2022-12-29,17.6,0.0,11.3,119,3.53,1
772,2022-12-30,19.6,0.0,10.8,310,3.3,1
773,2022-12-31,17.1,0.0,11.0,18,3.12,1
774,2023-01-01,15.6,0.0,12.3,55,2.91,1
775,2023-01-02,14.8,0.0,12.2,55,2.86,1
776,2023-01-03,13.9,0.0,15.4,37,2.79,1
777,2023-01-04,12.4,0.0,17.3,43,2.66,1
778,2023-01-05,12.8,0.0,14.8,52,2.66,1
779,2023-01-06,13.8,0.0,11.7,55,2.87,1
780,2023-01-07,13.6,0.0,9.8,49,2.97,1
781,2023-01-08,14.6,0.0,11.3,68,3.23,1
782,2023-01-09,15.4,0.0,12.4,48,3.42,1
783,2023-01-10,17.1,0.0,9.7,36,3.48,1
784,2023-01-11,17.4,0.0,10.8,178,3.47,1
785,2023-01-12,18.8,0.0,11.3,246,3.42,1
786,2023-01-13,18.5,0.0,17.1,271,3.37,1
787,2023-01-14,15.3,0.0,11.4,355,3.32,1
788,2023-01-15,13.3,0.0,11.0,11,2.91,1
789,2023-01-16,14.0,0.0,11.2,40,3.17,1
790,2023-01-17,13.8,0.0,13.0,41,3.37,1
791,2023-01-18,13.8,0.0,12.8,52,3.46,1
792,2023-01-19,15.8,0.0,12.2,71,3.42,1
793,2023-01-20,19.3,0.0,21.1,193,3.76,1
794,2023-01-21,18.6,0.0,11.0,45,3.08,1
795,2023-01-22,19.3,0.0,18.4,220,3.46,1
796,2023-01-23,20.1,0.0,18.7,172,3.72,1
797,2023-01-24,20.7,1.5,18.1,227,3.65,1
798,2023-01-25,18.3,27.0,12.7,8,1.78,1
799,2023-01-26,18.4,10.2,13.0,37,2.12,1
800,2023-01-27,17.3,0.0,15.3,47,2.05,1
801,2023-01-28,18.2,0.0,12.0,66,3.21,1
802,2023-01-29,20.5,0.0,15.3,126,3.82,1
803,2023-01-30,19.2,0.3,15.0,22,3.14,1
804,2023-01-31,17.5,0.0,15.1,18,3.2,1
805,2023-02-01,14.8,0.0,13.5,27,3.21,1
806,2023-02-02,14.7,0.0,12.2,43,3.47,1
807,2023-02-03,16.9,0.0,12.6,55,3.77,1
808,2023-02-04,18.9,0.0,10.3,62,3.75,1
809,2023-02-05,18.9,0.0,11.7,127,3.92,1
810,2023-02-06,20.0,0.0,14.8,241,4.21,1
811,2023-02-07,19.0,0.0,13.8,327,4.25,1
812,2023-02-08,19.1,0.0,10.4,21,4.07,1
813,2023-02-09,20.2,0.0,10.9,177,4.15,1
814,2023-02-10,22.0,0.0,14.0,257,5.33,1
815,2023-02-11,21.0,0.0,13.3,316,4.7,1
816,2023-02-12,19.3,0.0,17.3,353,5.03,1
817,2023-02-13,16.9,0.0,14.2,334,4.41,1
818,2023-02-14,18.7,0.0,11.3,345,4.51,1
819,2023-02-15,20.9,0.0,10.8,322,4.54,1
820,2023-02-16,21.3,0.0,12.9,342,4.99,1
821,2023-02-17,20.7,0.0,13.1,14,4.57,1
822,2023-02-18,21.6,0.0,10.3,32,4.43,1
823,2023-02-19,22.5,0.0,9.7,122,4.58,1
824,2023-02-20,23.9,0.0,11.6,241,5.18,1
825,2023-02-21,23.8,0.0,14.4,265,6.17,1
826,2023-02-22,23.0,0.0,14.0,265,5.42,1
827,2023-02-23,22.9,0.0,11.8,280,4.98,1
828,2023-02-24,23.2,0.0,10.7,63,4.71,1
829,2023-02-25,24.1,0.0,12.7,157,5.0,1
830,2023-02-26,23.6,0.0,12.1,85,5.02,1
831,2023-02-27,23.9,0.0,13.9,69,5.76,1
832,2023-02-28,24.5,0.0,13.4,141,5.35,1
833,2023-03-01,24.4,0.1,14.4,84,4.78,1
834,2023-03-02,24.8,0.0,12.7,60,5.05,1
835,2023-03-03,25.4,0.0,13.1,79,5.86,1
836,2023-03-04,25.4,0.0,19.8,70,5.6,1
837,2023-03-05,25.0,0.0,13.2,117,4.67,1
838,2023-03-06,23.4,3.1,22.3,332,4.6,1
839,2023-03-07,20.5,1.1,14.4,168,3.59,1
840,2023-03-08,22.2,0.0,21.3,27,4.85,1
841,2023-03-09,21.7,0.0,15.9,352,4.85,1
842,2023-03-10,22.3,0.0,12.5,27,5.19,1
843,2023-03-11,23.0,0.0,11.7,61,5.31,1
844,2023-03-12,24.3,0.0,12.7,60,5.79,1
845,2023-03-13,25.4,0.0,13.0,75,5.31,1
846,2023-03-14,24.0,2.7,18.5,165,5.36,1
847,2023-03-15,26.0,0.0,20.5,199,5.49,1
848,2023-03-16,22.8,2.5,19.2,193,4.58,1
849,2023-03-17,22.0,1.9,16.2,247,4.31,1
850,2023-03-18,21.7,1.2,13.0,199,4.28,1
851,2023-03-19,20.4,22.8,13.8,255,3.68,1
852,2023-03-20,20.4,1.3,17.8,257,4.18,1
853,2023-03-21,22.5,0.1,16.9,306,5.12,1
854,2023-03-22,22.9,0.0,9.4,34,4.72,1
855,2023-03-23,23.9,0.0,13.7,284,4.98,1
856,2023-03-24,25.2,0.0,15.0,262,5.84,1
857,2023-03-25,25.3,0.0,14.2,285,6.08,1
858,2023-03-26,25.2,0.0,16.8,289,6.43,1
859,2023-03-27,25.6,0.0,14.8,339,5.95,1
860,2023-03-28,25.8,0.0,15.9,55,5.82,1
861,2023-03-29,27.6,0.0,18.9,238,7.69,1
862,2023-03-30,27.0,0.2,21.3,247,7.05,1
863,2023-03-31,24.4,0.0,19.8,246,6.08,1
864,2023-04-01,24.6,0.0,14.8,301,5.37,1
865,2023-04-02,25.7,0.0,16.6,359,5.92,1
866,2023-04-03,27.5,0.0,20.2,273,7.25,1
867,2023-04-04,27.0,0.0,16.8,296,6.61,1
868,2023-04-05,27.3,0.0,27.3,287,7.84,1
869,2023-04-06,27.2,0.0,11.2,352,6.27,1
870,2023-04-07,28.2,0.0,18.1,105,6.62,1
871,2023-04-08,25.4,2.4,20.7,74,5.08,1
872,2023-04-09,27.6,0.0,12.1,290,5.85,1
873,2023-04-10,28.2,0.0,11.5,128,6.09,1
874,2023-04-11,29.1,0.0,11.2,131,6.07,1
875,2023-04-12,30.4,0.0,15.9,256,7.57,1
876,2023-04-13,31.3,0.0,19.8,281,8.52,1
877,2023-04-14,30.6,0.0,16.5,282,7.88,1
878,2023-04-15,29.8,0.0,15.5,210,6.93,1
879,2023-04-16,30.7,0.0,17.5,260,7.61,1
880,2023-04-17,31.6,0.0,18.0,274,8.75,1
881,2023-04-18,31.9,0.0,17.3,283,8.63,1
882,2023-04-19,31.9,0.2,21.0,275,8.7,1
883,2023-04-20,30.6,0.0,24.5,242,9.02,1
884,2023-04-21,29.5,0.0,19.9,243,8.61,1
885,2023-04-22,28.7,0.0,16.6,242,6.84,1
886,2023-04-23,27.8,0.0,21.7,223,7.59,1
887,2023-04-24,27.9,0.0,25.7,329,8.23,1
888,2023-04-25,28.7,0.0,16.1,65,6.99,1
889,2023-04-26,25.8,0.7,17.9,99,4.84,1
890,2023-04-27,26.7,1.6,14.6,217,6.01,1
891,2023-04-28,24.9,12.7,15.9,212,4.91,1
892,2023-04-29,23.4,0.4,15.3,218,4.18,1
893,2023-04-30,22.3,7.7,14.8,169,3.32,1
894,2023-05-01,23.4,0.2,15.5,215,4.9,1
895,2023-05-02,24.1,3.1,24.1,203,4.54,1
896,2023-05-03,24.3,3.1,20.2,224,4.57,1
897,2023-05-04,25.1,0.5,11.5,268,4.82,1
898,2023-05-05,26.3,1.3,12.0,239,4.61,1
899,2023-05-06,29.4,0.1,14.8,272,6.58,1
900,2023-05-07,29.0,0.0,15.2,279,5.96,1
901,2023-05-08,30.3,0.0,15.0,294,7.17,1
902,2023-05-09,31.0,0.0,16.7,343,8.47,1
903,2023-05-10,30.0,0.0,15.8,32,7.97,1
904,2023-05-11,31.8,0.0,12.7,51,7.71,1
905,2023-05-12,31.7,0.0,15.2,54,8.37,1
906,2023-05-13,34.4,0.0,20.0,314,9.67,1
907,2023-05-14,35.0,0.0,21.0,298,10.62,1
908,2023-05-15,33.5,0.0,21.7,281,9.87,1
909,2023-05-16,31.3,0.0,23.0,273,7.34,1
910,2023-05-17,31.5,0.0,20.4,273,7.45,1
911,2023-05-18,32.9,0.0,19.2,292,8.71,1
912,2023-05-19,33.1,0.0,19.2,292,8.93,1
913,2023-05-20,33.6,0.0,17.6,294,8.99,1
914,2023-05-21,32.1,0.3,19.4,275,7.98,1
915,2023-05-22,31.9,0.2,21.9,270,7.04,1
916,2023-05-23,33.5,0.0,21.7,272,9.33,1
917,2023-05-24,32.9,0.0,21.7,271,9.62,1
918,2023-05-25,31.8,0.0,25.7,278,8.73,1
919,2023-05-26,30.3,0.0,21.1,269,7.81,1
920,2023-05-27,31.7,0.0,21.3,276,8.35,1
921,2023-05-28,29.6,1.1,25.0,268,6.24,1
922,2023-05-29,29.8,0.0,12.5,279,6.55,1
923,2023-05-30,29.9,0.0,16.3,345,6.47,1
924,2023-05-31,30.2,0.0,21.2,294,7.55,1
925,2023-06-01,32.2,0.0,20.9,291,9.13,1
926,2023-06-02,32.6,0.0,20.6,297,8.54,1
927,2023-06-03,31.5,0.5,20.5,312,6.57,1
928,2023-06-04,32.1,0.0,20.6,305,8.2,1
929,2023-06-05,31.5,0.0,19.4,309,8.16,1
930,2023-06-06,32.0,0.0,17.8,275,7.8,1
931,2023-06-07,32.5,0.0,18.3,324,8.04,1
932,2023-06-08,32.2,0.0,18.8,297,7.87,1
933,2023-06-09,32.8,0.2,22.0,301,7.88,1
934,2023-06-10,33.4,0.0,22.9,286,9.05,1
935,2023-06-11,32.9,0.0,23.7,284,7.98,1
936,2023-06-12,33.0,0.2,19.8,279,7.61,1
937,2023-06-13,33.3,0.0,20.6,271,7.89,1
938,2023-06-14,32.5,0.1,19.8,266,8.46,1
939,2023-06-15,32.3,0.0,18.7,258,7.88,1
940,2023-06-16,32.3,0.0,18.6,243,8.15,1
941,2023-06-17,31.4,0.0,21.7,232,8.44,1
942,2023-06-18,31.0,0.3,22.7,239,7.84,1
943,2023-06-19,29.8,0.6,27.0,260,7.11,1
944,2023-06-20,29.4,4.1,21.3,279,5.71,1
945,2023-06-21,30.1,2.4,21.4,278,5.88,1
946,2023-06-22,28.5,0.5,19.4,273,4.05,1
947,2023-06-23,26.6,15.4,17.4,264,2.98,1
948,2023-06-24,26.7,9.5,18.4,278,3.7,1
949,2023-06-25,26.7,15.4,16.3,284,4.14,1
950,2023-06-26,25.6,5.0,18.2,285,3.06,1
951,2023-06-27,26.1,3.4,19.6,290,2.92,1
952,2023-06-28,25.7,12.2,18.8,271,3.15,1
953,2023-06-29,25.3,24.1,18.3,247,2.94,1
