id_reg_nat,time,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_direction_10m_dominant,et0_fao_evapotranspiration,id_area
954,2023-06-30,25.2,11.3,22.9,240,2.8,1
955,2023-07-01,25.6,15.4,19.6,257,3.47,1
956,2023-07-02,26.6,2.4,18.3,264,3.6,1
957,2023-07-03,28.1,0.2,15.8,273,4.53,1
958,2023-07-04,28.3,3.5,17.7,258,4.6,1
959,2023-07-05,27.1,9.4,17.9,277,4.42,1
960,2023-07-06,26.9,11.9,14.0,246,4.1,1
961,2023-07-07,26.3,3.8,13.2,254,2.22,1
962,2023-07-08,26.5,6.9,17.6,230,3.65,1
963,2023-07-09,25.7,14.5,23.4,226,3.25,1
964,2023-07-10,26.5,7.8,21.1,239,3.93,1
965,2023-07-11,25.4,12.4,19.5,283,2.96,1
966,2023-07-12,25.5,44.5,15.5,280,2.75,1
967,2023-07-13,25.9,4.7,17.7,271,3.02,1
968,2023-07-14,25.5,17.3,15.5,274,2.69,1
969,2023-07-15,24.5,32.8,16.7,280,1.85,1
970,2023-07-16,24.6,24.9,17.8,284,2.48,1
971,2023-07-17,25.5,16.8,17.6,307,3.01,1
972,2023-07-18,25.7,19.1,17.3,337,2.85,1
973,2023-07-19,26.2,5.5,14.0,31,3.57,1
974,2023-07-20,26.9,17.1,13.9,325,4.2,1
975,2023-07-21,27.0,16.7,18.1,333,3.34,1
976,2023-07-22,26.2,16.1,17.4,72,3.2,1
977,2023-07-23,26.2,10.3,12.8,131,3.45,1
978,2023-07-24,26.2,18.2,11.3,246,2.93,1
979,2023-07-25,26.5,5.1,13.8,265,3.13,1
980,2023-07-26,26.7,12.6,15.7,322,3.38,1
981,2023-07-27,26.8,2.3,16.8,308,3.73,1
982,2023-07-28,26.2,5.0,17.8,282,3.31,1
983,2023-07-29,26.0,4.3,21.1,264,3.56,1
984,2023-07-30,26.1,3.7,21.1,271,3.97,1
985,2023-07-31,26.7,2.9,18.6,274,4.15,1
986,2023-08-01,26.4,2.9,22.7,275,4.37,1
987,2023-08-02,25.8,3.4,26.4,279,3.59,1
988,2023-08-03,23.5,31.7,24.5,278,1.02,1
989,2023-08-04,24.3,10.0,22.2,267,1.6,1
990,2023-08-05,25.3,4.8,19.5,266,2.36,1
991,2023-08-06,25.7,11.3,21.2,257,3.12,1
992,2023-08-07,25.8,1.0,24.4,257,4.37,1
993,2023-08-08,25.9,0.2,24.2,260,4.7,1
994,2023-08-09,25.9,0.6,21.7,262,4.11,1
995,2023-08-10,25.9,1.5,17.6,268,4.34,1
996,2023-08-11,25.6,1.6,17.9,270,4.06,1
997,2023-08-12,25.6,1.8,20.6,263,4.55,1
998,2023-08-13,25.4,2.8,18.5,242,3.64,1
999,2023-08-14,25.1,1.2,15.9,239,3.84,1
1000,2023-08-15,25.5,1.3,14.0,259,3.71,1
1001,2023-08-16,26.1,1.4,16.3,280,4.3,1
1002,2023-08-17,26.2,7.5,18.3,290,4.15,1
1003,2023-08-18,24.9,29.2,20.0,307,3.03,1
1004,2023-08-19,24.4,31.1,22.2,322,2.24,1
1005,2023-08-20,25.5,16.4,13.0,276,3.08,1
1006,2023-08-21,25.5,3.4,13.4,261,3.21,1
1007,2023-08-22,25.9,4.2,15.9,264,3.52,1
1008,2023-08-23,25.2,3.4,20.2,268,3.26,1
1009,2023-08-24,25.2,1.2,23.0,251,3.4,1
1010,2023-08-25,26.0,0.4,22.9,256,4.82,1
1011,2023-08-26,25.5,1.4,19.5,265,4.49,1
1012,2023-08-27,25.1,0.6,21.8,270,4.66,1
1013,2023-08-28,25.0,0.3,22.7,269,4.86,1
1014,2023-08-29,25.5,1.1,20.3,290,4.72,1
1015,2023-08-30,25.7,0.3,15.0,298,4.81,1
1016,2023-08-31,26.6,0.2,12.2,302,5.02,1
1017,2023-09-01,27.7,0.1,13.8,309,5.17,1
1018,2023-09-02,28.0,0.0,15.0,305,5.51,1
1019,2023-09-03,27.9,0.0,16.0,309,5.78,1
1020,2023-09-04,27.9,0.0,18.3,321,5.98,1
1021,2023-09-05,26.7,9.4,23.5,337,5.11,1
1022,2023-09-06,24.8,26.4,16.1,39,2.76,1
1023,2023-09-07,24.9,9.0,17.0,41,2.1,1
1024,2023-09-08,24.8,13.4,11.9,358,2.52,1
1025,2023-09-09,24.7,14.5,18.8,294,2.42,1
1026,2023-09-10,25.5,5.8,22.0,284,2.33,1
1027,2023-09-11,26.2,4.6,25.7,285,3.95,1
1028,2023-09-12,25.8,2.8,24.0,288,4.01,1
1029,2023-09-13,25.3,7.2,20.8,297,3.55,1
1030,2023-09-14,25.0,16.7,15.5,318,2.27,1
1031,2023-09-15,24.2,55.9,27.7,335,1.74,1
1032,2023-09-16,23.2,18.5,35.1,175,1.47,1
1033,2023-09-17,23.6,10.4,30.3,203,2.57,1
1034,2023-09-18,25.2,0.3,18.2,201,4.09,1
1035,2023-09-19,26.3,0.0,9.9,220,4.38,1
1036,2023-09-20,26.7,2.8,12.0,287,4.18,1
1037,2023-09-21,25.7,7.6,14.0,294,2.77,1
1038,2023-09-22,26.1,4.9,16.5,299,3.23,1
1039,2023-09-23,25.9,6.0,12.5,269,3.41,1
1040,2023-09-24,26.0,3.8,11.8,296,4.33,1
1041,2023-09-25,25.7,4.1,15.6,319,3.74,1
1042,2023-09-26,26.5,0.5,12.7,9,4.33,1
1043,2023-09-27,26.7,0.1,13.6,29,4.52,1
1044,2023-09-28,26.7,0.0,12.9,15,4.6,1
1045,2023-09-29,26.4,0.0,12.9,30,4.53,1
1046,2023-09-30,26.4,0.0,13.2,7,5.35,1
1047,2023-10-01,26.3,0.0,14.4,344,5.06,1
1048,2023-10-02,26.9,0.0,18.8,356,5.65,1
1049,2023-10-03,25.7,0.0,16.6,330,5.55,1
1050,2023-10-04,25.8,0.0,17.6,308,6.07,1
1051,2023-10-05,25.8,0.0,18.0,311,6.11,1
1052,2023-10-06,26.4,0.0,16.8,305,6.2,1
1053,2023-10-07,26.6,0.0,16.9,314,5.72,1
1054,2023-10-08,27.0,0.0,16.3,291,5.72,1
1055,2023-10-09,27.0,0.0,15.8,289,5.83,1
1056,2023-10-10,27.7,0.0,13.5,280,5.85,1
1057,2023-10-11,27.1,0.0,14.5,296,5.63,1
1058,2023-10-12,27.2,0.0,13.0,280,5.59,1
1059,2023-10-13,27.1,0.0,11.5,283,5.04,1
1060,2023-10-14,26.7,0.0,12.8,292,4.69,1
1061,2023-10-15,26.6,0.0,10.8,276,4.69,1
1062,2023-10-16,24.6,1.2,17.1,261,3.96,1
1063,2023-10-17,25.3,0.0,9.4,328,4.16,1
1064,2023-10-18,25.2,0.0,10.9,48,4.17,1
1065,2023-10-19,24.8,0.1,11.7,75,4.22,1
1066,2023-10-20,24.7,0.0,10.7,101,4.76,1
1067,2023-10-21,24.7,0.0,11.6,51,4.93,1
1068,2023-10-22,25.1,0.0,13.0,29,5.12,1
1069,2023-10-23,23.8,0.0,14.3,33,4.86,1
1070,2023-10-24,23.9,0.0,12.4,23,5.15,1
1071,2023-10-25,24.0,0.0,14.3,6,5.12,1
1072,2023-10-26,23.6,0.0,15.4,350,5.0,1
1073,2023-10-27,23.2,0.0,11.9,18,5.01,1
1074,2023-10-28,22.9,0.0,11.8,50,4.74,1
1075,2023-10-29,23.3,0.0,11.2,69,4.75,1
1076,2023-10-30,23.7,0.0,12.7,85,4.69,1
1077,2023-10-31,24.3,0.0,13.3,65,4.75,1
1078,2023-11-01,23.9,0.0,10.6,52,4.39,1
1079,2023-11-02,23.3,0.0,10.2,41,4.2,1
1080,2023-11-03,23.1,0.0,14.4,55,4.8,1
1081,2023-11-04,23.7,0.0,11.5,73,4.76,1
1082,2023-11-05,24.0,0.0,12.5,93,4.66,1
1083,2023-11-06,24.3,0.0,12.7,97,4.76,1
1084,2023-11-07,24.2,0.0,12.9,79,4.34,1
1085,2023-11-08,24.5,0.0,10.9,81,4.42,1
1086,2023-11-09,24.3,0.0,12.2,113,4.47,1
1087,2023-11-10,24.7,0.0,10.5,193,4.34,1
1088,2023-11-11,23.9,0.0,14.5,337,4.87,1
1089,2023-11-12,21.7,0.0,10.8,29,3.92,1
1090,2023-11-13,21.3,0.0,10.2,74,3.2,1
1091,2023-11-14,21.4,0.0,12.6,54,3.97,1
1092,2023-11-15,21.1,0.0,13.5,50,3.91,1
1093,2023-11-16,21.4,0.0,13.7,50,3.9,1
1094,2023-11-17,20.9,0.0,10.8,52,3.77,1
1095,2023-11-18,21.7,0.0,10.7,76,3.59,1
1096,2023-11-19,22.8,0.0,12.0,59,3.73,1
